2022/12/31,18:00:18,IRDCSG,256/320
2022/12/31,18:00:18,vi_irdc,448/1024
2022/12/31,18:00:18,IRDC_Share,170/384
2022/12/31,22:00:18,IRDCSG,256/320
2022/12/31,22:00:18,vi_irdc,576/1024
2022/12/31,22:00:18,IRDC_Share,170/384
2023/1/3,14:00:22,IRDCSG,320/320
2023/1/3,14:00:22,vi_irdc,384/1024
2023/1/3,14:00:22,IRDC_Share,323/384
2023/1/3,18:00:20,IRDCSG,320/320
2023/1/3,18:00:20,vi_irdc,384/1024
2023/1/3,18:00:20,IRDC_Share,354/384
2023/1/3,22:00:22,IRDCSG,320/320
2023/1/3,22:00:22,vi_irdc,640/1024
2023/1/3,22:00:22,IRDC_Share,354/384
2023/1/4,10:00:23,IRDCSG,320/320
2023/1/4,10:00:23,vi_irdc,640/1024
2023/1/4,10:00:23,IRDC_Share,290/384
2023/1/4,14:00:22,IRDCSG,320/320
2023/1/4,14:00:22,vi_irdc,640/1024
2023/1/4,14:00:22,IRDC_Share,320/384
2023/1/4,18:00:24,IRDCSG,320/320
2023/1/4,18:00:24,vi_irdc,640/1024
2023/1/4,18:00:24,IRDC_Share,381/384
2023/1/4,22:00:29,IRDCSG,320/320
2023/1/4,22:00:29,vi_irdc,704/1024
2023/1/4,22:00:29,IRDC_Share,379/384
2023/1/5,10:00:24,IRDCSG,320/320
2023/1/5,10:00:24,vi_irdc,576/1024
2023/1/5,10:00:24,IRDC_Share,291/384
2023/1/5,14:00:23,IRDCSG,320/320
2023/1/5,14:00:23,vi_irdc,512/1024
2023/1/5,14:00:23,IRDC_Share,308/384
2023/1/5,18:00:20,IRDCSG,320/320
2023/1/5,18:00:20,vi_irdc,576/1024
2023/1/5,18:00:20,IRDC_Share,340/384
2023/1/5,22:00:19,IRDCSG,320/320
2023/1/5,22:00:19,vi_irdc,576/1024
2023/1/5,22:00:19,IRDC_Share,308/384
2023/1/6,10:00:26,IRDCSG,320/320
2023/1/6,10:00:26,vi_irdc,576/1024
2023/1/6,10:00:26,IRDC_Share,244/384
2023/1/6,14:00:22,IRDCSG,320/320
2023/1/6,14:00:22,vi_irdc,512/1024
2023/1/6,14:00:22,IRDC_Share,306/384
2023/1/6,18:00:34,IRDCSG,320/320
2023/1/6,18:00:34,vi_irdc,576/1024
2023/1/6,18:00:34,IRDC_Share,356/384
